Codigo_INEGI,Muncipio,ID_Grado_academico,Grado_Academico,Poblacion
7061,Ocozocoautla de Espinosa,6,"Technical or Comercial Studies, and Finished Primary School",13
7061,Ocozocoautla de Espinosa,7,"Technical or Comercial Studies, and Finished Middle School",207
7061,Ocozocoautla de Espinosa,8,"Technical or Comercial Studies, and Finished High School",146
7061,Ocozocoautla de Espinosa,9,"Normal Studies, and Finished Primary or Middle School",79
7061,Ocozocoautla de Espinosa,10,Normal Bachelor's Degree,195
7061,Ocozocoautla de Espinosa,11,Bachelor's Degree,7445
7061,Ocozocoautla de Espinosa,12,Specialty,20
7061,Ocozocoautla de Espinosa,13,Master Degree,425
7061,Ocozocoautla de Espinosa,14,PhD,134
7061,Ocozocoautla de Espinosa,99,No Specified,136
7062,Ostuacán,0,Undefined,2526
7062,Ostuacán,1,Preschool or Kindergarden,1278
7062,Ostuacán,2,Primary School,5967
7062,Ostuacán,3,Middle School,4153
7062,Ostuacán,4,High School or General Baccalaureate,2418
7062,Ostuacán,5,Technical Baccalaureate or Normal Basic Education,87
7062,Ostuacán,7,"Technical or Comercial Studies, and Finished Middle School",33
7062,Ostuacán,8,"Technical or Comercial Studies, and Finished High School",36
7062,Ostuacán,9,"Normal Studies, and Finished Primary or Middle School",3
7062,Ostuacán,10,Normal Bachelor's Degree,10
7062,Ostuacán,11,Bachelor's Degree,694
7062,Ostuacán,12,Specialty,3
7062,Ostuacán,13,Master Degree,33
7062,Ostuacán,14,PhD,3
7062,Ostuacán,99,No Specified,5
7063,Osumacinta,0,Undefined,328
7063,Osumacinta,1,Preschool or Kindergarden,327
7063,Osumacinta,2,Primary School,1228
7063,Osumacinta,3,Middle School,1081
7063,Osumacinta,4,High School or General Baccalaureate,540
7063,Osumacinta,5,Technical Baccalaureate or Normal Basic Education,37
7063,Osumacinta,6,"Technical or Comercial Studies, and Finished Primary School",2
7063,Osumacinta,7,"Technical or Comercial Studies, and Finished Middle School",3
7063,Osumacinta,8,"Technical or Comercial Studies, and Finished High School",2
7063,Osumacinta,10,Normal Bachelor's Degree,2
7063,Osumacinta,11,Bachelor's Degree,157
7063,Osumacinta,13,Master Degree,13
7063,Osumacinta,14,PhD,3
7063,Osumacinta,99,No Specified,3
7064,Oxchuc,0,Undefined,6675
7064,Oxchuc,1,Preschool or Kindergarden,4276
7064,Oxchuc,2,Primary School,21310
7064,Oxchuc,3,Middle School,11114
7064,Oxchuc,4,High School or General Baccalaureate,5110
7064,Oxchuc,5,Technical Baccalaureate or Normal Basic Education,539
7064,Oxchuc,6,"Technical or Comercial Studies, and Finished Primary School",4
7064,Oxchuc,7,"Technical or Comercial Studies, and Finished Middle School",7
7064,Oxchuc,8,"Technical or Comercial Studies, and Finished High School",9
7064,Oxchuc,9,"Normal Studies, and Finished Primary or Middle School",14
7064,Oxchuc,10,Normal Bachelor's Degree,133
7064,Oxchuc,11,Bachelor's Degree,1189
7064,Oxchuc,12,Specialty,5
7064,Oxchuc,13,Master Degree,32
7064,Oxchuc,14,PhD,4
7064,Oxchuc,99,No Specified,93
7065,Palenque,0,Undefined,14902
7065,Palenque,1,Preschool or Kindergarden,8759
7065,Palenque,2,Primary School,42664
7065,Palenque,3,Middle School,27181
7065,Palenque,4,High School or General Baccalaureate,18832
7065,Palenque,5,Technical Baccalaureate or Normal Basic Education,1156
7065,Palenque,6,"Technical or Comercial Studies, and Finished Primary School",34
7065,Palenque,7,"Technical or Comercial Studies, and Finished Middle School",50
7065,Palenque,8,"Technical or Comercial Studies, and Finished High School",361
7065,Palenque,9,"Normal Studies, and Finished Primary or Middle School",25
7065,Palenque,10,Normal Bachelor's Degree,308
7065,Palenque,11,Bachelor's Degree,7995
7065,Palenque,12,Specialty,70
7065,Palenque,13,Master Degree,664
7065,Palenque,14,PhD,87
7065,Palenque,99,No Specified,142
7066,Pantelhó,0,Undefined,7457
7066,Pantelhó,1,Preschool or Kindergarden,1592
7066,Pantelhó,2,Primary School,10092
7066,Pantelhó,3,Middle School,3488
7066,Pantelhó,4,High School or General Baccalaureate,1404
7066,Pantelhó,5,Technical Baccalaureate or Normal Basic Education,18
7066,Pantelhó,6,"Technical or Comercial Studies, and Finished Primary School",5
7066,Pantelhó,8,"Technical or Comercial Studies, and Finished High School",27
7066,Pantelhó,10,Normal Bachelor's Degree,9
7066,Pantelhó,11,Bachelor's Degree,108
7066,Pantelhó,12,Specialty,1
7066,Pantelhó,13,Master Degree,6
7066,Pantelhó,14,PhD,5
7066,Pantelhó,99,No Specified,42
7067,Pantepec,0,Undefined,2031
7067,Pantepec,1,Preschool or Kindergarden,909
7067,Pantepec,2,Primary School,3970
7067,Pantepec,3,Middle School,2865
7067,Pantepec,4,High School or General Baccalaureate,1142
7067,Pantepec,5,Technical Baccalaureate or Normal Basic Education,28
7067,Pantepec,8,"Technical or Comercial Studies, and Finished High School",4
7067,Pantepec,9,"Normal Studies, and Finished Primary or Middle School",3
7067,Pantepec,10,Normal Bachelor's Degree,36
7067,Pantepec,11,Bachelor's Degree,255
7067,Pantepec,12,Specialty,4
7067,Pantepec,13,Master Degree,3
7067,Pantepec,99,No Specified,11
7068,Pichucalco,0,Undefined,4177
7068,Pichucalco,1,Preschool or Kindergarden,1846
7068,Pichucalco,2,Primary School,9448
7068,Pichucalco,3,Middle School,6008
7068,Pichucalco,4,High School or General Baccalaureate,5310
7068,Pichucalco,5,Technical Baccalaureate or Normal Basic Education,46
7068,Pichucalco,6,"Technical or Comercial Studies, and Finished Primary School",14
7068,Pichucalco,7,"Technical or Comercial Studies, and Finished Middle School",80
7068,Pichucalco,8,"Technical or Comercial Studies, and Finished High School",245
7068,Pichucalco,9,"Normal Studies, and Finished Primary or Middle School",4
7068,Pichucalco,10,Normal Bachelor's Degree,80
7068,Pichucalco,11,Bachelor's Degree,2541
7068,Pichucalco,12,Specialty,52
7068,Pichucalco,13,Master Degree,278
7068,Pichucalco,14,PhD,65
7068,Pichucalco,99,No Specified,48
7069,Pijijiapan,0,Undefined,5332
7069,Pijijiapan,1,Preschool or Kindergarden,3164
7069,Pijijiapan,2,Primary School,18215
7069,Pijijiapan,3,Middle School,10271
7069,Pijijiapan,4,High School or General Baccalaureate,7127
7069,Pijijiapan,5,Technical Baccalaureate or Normal Basic Education,39
7069,Pijijiapan,6,"Technical or Comercial Studies, and Finished Primary School",14
7069,Pijijiapan,7,"Technical or Comercial Studies, and Finished Middle School",85
7069,Pijijiapan,8,"Technical or Comercial Studies, and Finished High School",98
7069,Pijijiapan,9,"Normal Studies, and Finished Primary or Middle School",42
7069,Pijijiapan,10,Normal Bachelor's Degree,144
7069,Pijijiapan,11,Bachelor's Degree,3934
7069,Pijijiapan,12,Specialty,12
7069,Pijijiapan,13,Master Degree,231
7069,Pijijiapan,14,PhD,19
7069,Pijijiapan,99,No Specified,57
7070,El Porvenir,0,Undefined,1061
7070,El Porvenir,1,Preschool or Kindergarden,764
7070,El Porvenir,2,Primary School,4945
7070,El Porvenir,3,Middle School,3376
7070,El Porvenir,4,High School or General Baccalaureate,870
7070,El Porvenir,5,Technical Baccalaureate or Normal Basic Education,199
7070,El Porvenir,7,"Technical or Comercial Studies, and Finished Middle School",10
7070,El Porvenir,8,"Technical or Comercial Studies, and Finished High School",16
7070,El Porvenir,9,"Normal Studies, and Finished Primary or Middle School",2
7070,El Porvenir,10,Normal Bachelor's Degree,15
7070,El Porvenir,11,Bachelor's Degree,210
7070,El Porvenir,13,Master Degree,8
7070,El Porvenir,99,No Specified,14
7071,Villa Comaltitlán,0,Undefined,3602
7071,Villa Comaltitlán,1,Preschool or Kindergarden,1814
7071,Villa Comaltitlán,2,Primary School,9956
7071,Villa Comaltitlán,3,Middle School,5785
7071,Villa Comaltitlán,4,High School or General Baccalaureate,4342
7071,Villa Comaltitlán,5,Technical Baccalaureate or Normal Basic Education,163
7071,Villa Comaltitlán,6,"Technical or Comercial Studies, and Finished Primary School",4
7071,Villa Comaltitlán,7,"Technical or Comercial Studies, and Finished Middle School",24
7071,Villa Comaltitlán,8,"Technical or Comercial Studies, and Finished High School",49
7071,Villa Comaltitlán,9,"Normal Studies, and Finished Primary or Middle School",9
7071,Villa Comaltitlán,10,Normal Bachelor's Degree,30
7071,Villa Comaltitlán,11,Bachelor's Degree,1463
7071,Villa Comaltitlán,12,Specialty,5
7071,Villa Comaltitlán,13,Master Degree,79
7071,Villa Comaltitlán,14,PhD,4
7071,Villa Comaltitlán,99,No Specified,60
7072,Pueblo Nuevo Solistahuacán,0,Undefined,4529
7072,Pueblo Nuevo Solistahuacán,1,Preschool or Kindergarden,2452
7072,Pueblo Nuevo Solistahuacán,2,Primary School,11062
7072,Pueblo Nuevo Solistahuacán,3,Middle School,5401
7072,Pueblo Nuevo Solistahuacán,4,High School or General Baccalaureate,2399
7072,Pueblo Nuevo Solistahuacán,5,Technical Baccalaureate or Normal Basic Education,68
7072,Pueblo Nuevo Solistahuacán,7,"Technical or Comercial Studies, and Finished Middle School",18
7072,Pueblo Nuevo Solistahuacán,8,"Technical or Comercial Studies, and Finished High School",42
7072,Pueblo Nuevo Solistahuacán,10,Normal Bachelor's Degree,88
7072,Pueblo Nuevo Solistahuacán,11,Bachelor's Degree,829
7072,Pueblo Nuevo Solistahuacán,13,Master Degree,92
7072,Pueblo Nuevo Solistahuacán,14,PhD,3
7072,Pueblo Nuevo Solistahuacán,99,No Specified,22
7073,Rayón,0,Undefined,1216
7073,Rayón,1,Preschool or Kindergarden,779
7073,Rayón,2,Primary School,3326
7073,Rayón,3,Middle School,2185
7073,Rayón,4,High School or General Baccalaureate,1436
7073,Rayón,5,Technical Baccalaureate or Normal Basic Education,47
7073,Rayón,6,"Technical or Comercial Studies, and Finished Primary School",2
7073,Rayón,7,"Technical or Comercial Studies, and Finished Middle School",2
7073,Rayón,8,"Technical or Comercial Studies, and Finished High School",39
7073,Rayón,10,Normal Bachelor's Degree,17
7073,Rayón,11,Bachelor's Degree,785
7073,Rayón,12,Specialty,2
7073,Rayón,13,Master Degree,62
7073,Rayón,14,PhD,2
7073,Rayón,99,No Specified,7
7074,Reforma,0,Undefined,4144
7074,Reforma,1,Preschool or Kindergarden,2709
7074,Reforma,2,Primary School,14404
7074,Reforma,3,Middle School,9363
7074,Reforma,4,High School or General Baccalaureate,7226
7074,Reforma,5,Technical Baccalaureate or Normal Basic Education,77
7074,Reforma,6,"Technical or Comercial Studies, and Finished Primary School",36
7074,Reforma,7,"Technical or Comercial Studies, and Finished Middle School",83
7074,Reforma,8,"Technical or Comercial Studies, and Finished High School",321
7074,Reforma,10,Normal Bachelor's Degree,111
7074,Reforma,11,Bachelor's Degree,3770
7074,Reforma,12,Specialty,35
7074,Reforma,13,Master Degree,177
7074,Reforma,14,PhD,32
7074,Reforma,99,No Specified,72
7075,Las Rosas,0,Undefined,5499
7075,Las Rosas,1,Preschool or Kindergarden,1707
7075,Las Rosas,2,Primary School,12233
7075,Las Rosas,3,Middle School,4466
7075,Las Rosas,4,High School or General Baccalaureate,2001
7075,Las Rosas,5,Technical Baccalaureate or Normal Basic Education,36
7075,Las Rosas,7,"Technical or Comercial Studies, and Finished Middle School",12
7075,Las Rosas,8,"Technical or Comercial Studies, and Finished High School",7
7075,Las Rosas,9,"Normal Studies, and Finished Primary or Middle School",4
7075,Las Rosas,10,Normal Bachelor's Degree,171
7075,Las Rosas,11,Bachelor's Degree,902
7075,Las Rosas,12,Specialty,3
7075,Las Rosas,13,Master Degree,106
7075,Las Rosas,14,PhD,8
7075,Las Rosas,99,No Specified,38
7076,Sabanilla,0,Undefined,4295
7076,Sabanilla,1,Preschool or Kindergarden,2178
7076,Sabanilla,2,Primary School,9993
7076,Sabanilla,3,Middle School,6558
7076,Sabanilla,4,High School or General Baccalaureate,3867
7076,Sabanilla,5,Technical Baccalaureate or Normal Basic Education,19
7076,Sabanilla,6,"Technical or Comercial Studies, and Finished Primary School",4
7076,Sabanilla,7,"Technical or Comercial Studies, and Finished Middle School",13
7076,Sabanilla,8,"Technical or Comercial Studies, and Finished High School",40
7076,Sabanilla,9,"Normal Studies, and Finished Primary or Middle School",5
7076,Sabanilla,10,Normal Bachelor's Degree,48
7076,Sabanilla,11,Bachelor's Degree,577
7076,Sabanilla,12,Specialty,13
7076,Sabanilla,13,Master Degree,12
7076,Sabanilla,99,No Specified,41
7077,Salto de Agua,0,Undefined,11102
7077,Salto de Agua,1,Preschool or Kindergarden,4621
7077,Salto de Agua,2,Primary School,22102
7077,Salto de Agua,3,Middle School,11693
7077,Salto de Agua,4,High School or General Baccalaureate,8152
7077,Salto de Agua,5,Technical Baccalaureate or Normal Basic Education,354
7077,Salto de Agua,7,"Technical or Comercial Studies, and Finished Middle School",5
7077,Salto de Agua,8,"Technical or Comercial Studies, and Finished High School",12
7077,Salto de Agua,9,"Normal Studies, and Finished Primary or Middle School",6
7077,Salto de Agua,10,Normal Bachelor's Degree,84
7077,Salto de Agua,11,Bachelor's Degree,1410
7077,Salto de Agua,12,Specialty,16
7077,Salto de Agua,13,Master Degree,76
7077,Salto de Agua,99,No Specified,26
7078,San Cristóbal de las Casas,0,Undefined,24882
7078,San Cristóbal de las Casas,1,Preschool or Kindergarden,12079
7078,San Cristóbal de las Casas,2,Primary School,64541
7078,San Cristóbal de las Casas,3,Middle School,30599
7078,San Cristóbal de las Casas,4,High School or General Baccalaureate,29543
7078,San Cristóbal de las Casas,5,Technical Baccalaureate or Normal Basic Education,1504
7078,San Cristóbal de las Casas,6,"Technical or Comercial Studies, and Finished Primary School",84
7078,San Cristóbal de las Casas,7,"Technical or Comercial Studies, and Finished Middle School",310
7078,San Cristóbal de las Casas,8,"Technical or Comercial Studies, and Finished High School",711
7078,San Cristóbal de las Casas,9,"Normal Studies, and Finished Primary or Middle School",198
7078,San Cristóbal de las Casas,10,Normal Bachelor's Degree,3152
7078,San Cristóbal de las Casas,11,Bachelor's Degree,29807
7078,San Cristóbal de las Casas,12,Specialty,415
7078,San Cristóbal de las Casas,13,Master Degree,4400
7078,San Cristóbal de las Casas,14,PhD,1023
7078,San Cristóbal de las Casas,99,No Specified,345
7079,San Fernando,0,Undefined,4581
7079,San Fernando,1,Preschool or Kindergarden,2134
7079,San Fernando,2,Primary School,17603
7079,San Fernando,3,Middle School,8367
7079,San Fernando,4,High School or General Baccalaureate,2751
7079,San Fernando,5,Technical Baccalaureate or Normal Basic Education,1373
7079,San Fernando,6,"Technical or Comercial Studies, and Finished Primary School",16
7079,San Fernando,7,"Technical or Comercial Studies, and Finished Middle School",81
7079,San Fernando,8,"Technical or Comercial Studies, and Finished High School",45
7079,San Fernando,9,"Normal Studies, and Finished Primary or Middle School",13
7079,San Fernando,10,Normal Bachelor's Degree,70
7079,San Fernando,11,Bachelor's Degree,2179
7079,San Fernando,12,Specialty,22
7079,San Fernando,13,Master Degree,223
7079,San Fernando,14,PhD,28
7079,San Fernando,99,No Specified,52
7080,Siltepec,0,Undefined,2489
7080,Siltepec,1,Preschool or Kindergarden,1803
7080,Siltepec,2,Primary School,10932
7080,Siltepec,3,Middle School,5500
7080,Siltepec,4,High School or General Baccalaureate,2417
7080,Siltepec,5,Technical Baccalaureate or Normal Basic Education,41
7080,Siltepec,6,"Technical or Comercial Studies, and Finished Primary School",4
7080,Siltepec,8,"Technical or Comercial Studies, and Finished High School",21
7080,Siltepec,10,Normal Bachelor's Degree,65
7080,Siltepec,11,Bachelor's Degree,641
7080,Siltepec,12,Specialty,36
7080,Siltepec,13,Master Degree,12
7080,Siltepec,14,PhD,15
7080,Siltepec,99,No Specified,16
7081,Simojovel,0,Undefined,9507
7081,Simojovel,1,Preschool or Kindergarden,4206
7081,Simojovel,2,Primary School,20990
7081,Simojovel,3,Middle School,8652
7081,Simojovel,4,High School or General Baccalaureate,2906
7081,Simojovel,5,Technical Baccalaureate or Normal Basic Education,376
7081,Simojovel,6,"Technical or Comercial Studies, and Finished Primary School",7
7081,Simojovel,8,"Technical or Comercial Studies, and Finished High School",14
7081,Simojovel,9,"Normal Studies, and Finished Primary or Middle School",7
7081,Simojovel,10,Normal Bachelor's Degree,71
7081,Simojovel,11,Bachelor's Degree,987
7081,Simojovel,13,Master Degree,72
7081,Simojovel,14,PhD,15
7081,Simojovel,99,No Specified,69
7082,Sitalá,0,Undefined,4792
7082,Sitalá,1,Preschool or Kindergarden,992
7082,Sitalá,2,Primary School,5285
7082,Sitalá,3,Middle School,2183
7082,Sitalá,4,High School or General Baccalaureate,920
7082,Sitalá,5,Technical Baccalaureate or Normal Basic Education,9
7082,Sitalá,6,"Technical or Comercial Studies, and Finished Primary School",1
7082,Sitalá,8,"Technical or Comercial Studies, and Finished High School",2
7082,Sitalá,10,Normal Bachelor's Degree,23
7082,Sitalá,11,Bachelor's Degree,66
7082,Sitalá,12,Specialty,1
7082,Sitalá,13,Master Degree,2
