entidad,subsector,UE_sin_ventas,UE_con_ventas
21,466,9731,196
21,467,7866,189
21,468,4580,258
21,469,14,1
21,481,1,0
21,483,6,0
21,484,237,34
21,485,372,10
21,487,16,3
21,488,225,18
21,491,1,0
21,492,60,9
21,493,18,0
21,511,40,10
21,512,46,27
21,515,68,8
21,517,190,19
21,518,8,2
21,519,20,1
21,522,848,91
21,523,44,2
21,524,134,9
21,531,1894,83
21,532,1618,43
21,541,4490,338
21,551,3,0
21,561,4341,206
21,562,33,3
21,611,2948,230
21,621,8413,237
21,622,105,12
21,623,89,1
21,624,868,5
21,711,581,9
21,712,39,3
21,713,2239,29
21,721,1091,159
21,722,32555,437
21,811,20330,193
21,812,14945,121
21,813,997,20
22,112,21,0
22,114,21,0
22,115,7,3
22,212,203,1
22,213,1,0
22,221,27,9
22,236,153,51
22,237,60,19
22,238,154,32
22,311,2414,54
22,312,133,8
22,313,57,3
22,314,154,19
22,315,291,24
22,316,32,1
22,321,698,25
22,322,81,23
22,323,295,79
22,324,7,1
22,325,130,26
22,326,179,44
22,327,433,22
22,331,22,3
22,332,1245,139
22,333,112,34
22,334,34,3
22,335,36,12
22,336,141,44
22,337,340,32
22,339,196,23
22,431,395,47
22,432,49,13
22,433,137,26
22,434,1569,263
22,435,654,261
22,436,76,32
22,437,8,0
22,461,13036,88
22,462,1246,56
22,463,4520,147
22,464,1607,75
22,465,5579,215
22,466,2744,168
22,467,2485,198
22,468,1476,273
22,469,10,0
22,481,1,1
22,484,148,36
22,485,55,8
22,486,1,0
22,487,2,1
22,488,128,35
22,491,1,0
22,492,14,2
22,493,12,2
22,511,18,9
22,512,12,22
22,515,15,3
22,517,55,13
22,518,3,6
22,519,12,6
22,522,399,68
22,523,36,2
22,524,84,25
22,531,736,98
22,532,500,58
22,533,2,2
22,541,1913,424
22,551,7,1
22,561,1340,215
22,562,26,8
22,611,1044,227
22,621,3364,368
22,622,87,9
22,623,78,3
22,624,340,20
22,711,43,6
22,712,16,2
22,713,632,41
22,721,289,137
22,722,10637,376
22,811,5495,290
22,812,4670,191
22,813,402,28
23,112,10,0
23,114,115,0
23,115,4,3
23,212,4,1
23,221,10,2
23,236,97,14
23,237,34,4
23,238,54,17
23,311,1280,14
23,312,150,4
23,313,7,0
23,314,67,1
23,315,247,6
23,316,7,0
23,321,265,6
23,322,37,3
23,323,127,22
23,324,2,0
23,325,16,3
23,326,16,0
23,327,62,13
23,332,486,13
23,333,12,2
23,335,4,0
23,336,3,1
23,337,238,11
23,339,68,6
23,431,254,42
23,432,34,9
23,433,99,16
23,434,698,78
23,435,237,66
23,436,20,8
23,437,3,0
23,461,9685,54
23,462,1930,116
23,463,2142,144
23,464,1088,92
23,465,3884,203
23,466,1283,86
23,467,1113,77
23,468,837,91
23,469,2,1
23,481,1,2
23,483,23,1
23,484,22,2
23,485,32,2
23,487,33,7
23,488,78,10
23,491,1,0
23,492,12,4
23,493,5,1
23,511,23,9
23,512,13,19
23,515,21,2
23,517,43,4
23,518,1,1
23,519,8,0
23,522,267,46
23,523,90,2
23,524,48,7
23,531,568,110
23,532,392,212
23,541,1132,200
23,551,3,0
23,561,1088,230
23,562,13,3
23,611,602,80
23,621,1274,126
23,622,34,5
23,623,15,2
23,624,338,8
23,711,26,4
23,712,40,28
23,713,670,59
23,721,837,397
23,722,8384,252
23,811,3780,95
23,812,3299,113
23,813,398,23
24,112,34,0
24,114,65,0
24,115,17,1
24,212,126,6
24,213,6,1
24,221,85,4
24,236,221,29
24,237,89,15
24,238,126,24
24,311,3587,51
24,312,522,11
24,313,31,3
24,314,130,15
24,315,453,22
24,316,59,4
24,321,704,13
24,322,126,11
24,323,334,72
24,324,2,0
24,325,94,15
24,326,69,18
24,327,574,23
24,331,55,9
24,332,1822,79
24,333,54,19
24,334,10,2
24,335,29,4
24,336,96,30
24,337,569,31
24,339,197,13
24,431,697,65
24,432,44,8
24,433,132,18
24,434,1873,137
24,435,432,118
24,436,75,15
24,437,3,0
24,461,18987,96
24,462,939,39
24,463,5549,112
24,464,1501,98
24,465,5994,113
24,466,3481,137
24,467,2313,98
24,468,1847,138
24,469,7,0
24,481,2,0
24,483,7,1
24,484,141,28
24,485,75,6
24,487,19,1
24,488,100,20
24,491,1,0
24,492,6,0
24,493,10,4
24,511,24,7
24,512,11,12
24,515,27,3
24,517,71,9
24,518,3,1
24,519,17,2
24,522,338,50
24,523,42,1
24,524,73,11
24,531,1166,74
24,532,560,38
24,533,2,0
24,541,1975,216
24,551,2,1
24,561,1487,143
24,562,23,7
24,611,1053,95
24,621,3700,159
24,622,50,3
24,623,69,4
24,624,429,8
24,711,124,7
24,712,12,0
24,713,888,24
24,721,459,94
24,722,13437,173
24,811,7687,163
24,812,5724,104
24,813,598,15
25,112,483,20
25,114,1718,29
25,115,63,8
25,212,51,5
25,213,6,1
25,221,11,7
25,236,240,65
25,237,115,54
25,238,214,37
25,311,4101,61
25,312,1130,17
25,313,16,0
25,314,102,12
25,315,853,20
25,316,49,0
25,321,608,5
25,322,162,9
25,323,327,43
25,324,2,1
25,325,104,15
25,326,71,2
25,327,554,16
25,331,11,3
25,332,1714,37
25,333,60,10
25,334,5,3
25,335,5,0
25,336,45,5
25,337,642,15
25,339,254,22
25,431,768,99
25,432,63,12
25,433,168,16
25,434,2025,212
25,435,572,102
25,436,84,15
25,437,8,0
25,461,20059,94
25,462,1759,32
25,463,4765,164
25,464,1817,76
25,465,4133,109
25,466,2642,128
25,467,1920,122
25,468,2444,229
25,469,8,1
25,481,5,1
25,483,4,0
25,484,149,29
25,485,112,6
25,487,12,2
25,488,120,21
25,491,1,0
25,492,23,1
25,493,35,10
25,511,15,8
25,512,12,28
25,515,35,13
25,517,53,3
25,518,9,0
25,519,5,1
25,522,583,107
25,523,120,2
25,524,217,32
25,531,1098,71
25,532,793,50
25,533,4,1
25,541,2224,263
25,551,10,1
25,561,1188,120
25,562,19,6
25,611,934,95
25,621,4646,239
25,622,44,4
25,623,88,0
25,624,814,10
25,711,196,18
25,712,17,0
25,713,979,26
25,721,412,119
25,722,13346,224
25,811,10665,186
25,812,7059,113
25,813,801,26
26,112,117,8
26,114,848,4
26,115,73,10
26,212,87,20
26,213,29,9
26,221,63,14
26,236,257,64
26,237,128,49
26,238,259,50
26,311,4987,72
26,312,966,9
26,313,7,3
26,314,93,12
26,315,565,20
26,316,68,4
26,321,585,21
26,322,127,9
26,323,376,62
26,324,2,1
26,325,72,13
26,326,59,16
26,327,538,21
26,331,34,6
26,332,1669,61
26,333,66,14
26,334,51,15
26,335,32,6
26,336,74,42
26,337,665,22
26,339,245,35
26,431,660,104
26,432,48,17
26,433,172,38
26,434,1836,214
26,435,602,193
26,436,113,28
26,437,8,1
26,461,15340,80
26,462,3055,154
26,463,3334,130
26,464,1593,108
26,465,3306,132
26,466,3336,214
26,467,1911,157
26,468,2540,303
26,469,5,0
26,481,2,0
26,483,2,0
26,484,263,36
26,485,110,9
26,486,1,0
26,487,3,2
26,488,217,41
26,491,1,0
26,492,17,3
26,493,23,8
26,511,54,23
26,512,10,21
26,515,52,12
26,517,49,6
26,518,10,3
26,519,10,0
26,522,556,112
26,523,260,2
26,524,186,36
26,531,1262,114
26,532,672,68
26,533,1,0
26,541,2504,433
26,551,3,1
26,561,1030,145
26,562,54,4
26,611,1030,160
26,621,3802,405
26,622,61,4
26,623,131,3
26,624,749,22
26,711,120,8
26,712,15,1
26,713,829,36
26,721,558,86
26,722,11201,265
26,811,10532,285
26,812,6482,157
26,813,832,33
27,112,168,2
27,114,2875,0
27,115,14,0
27,211,9,0
27,212,11,5
27,213,7,5
27,221,17,1
27,236,86,44
27,237,60,28
27,238,87,8
27,311,2290,26
27,312,439,7
27,313,20,0
27,314,107,1
27,315,785,15
27,316,30,2
27,321,605,5
27,322,203,3
27,323,227,38
27,324,7,0
27,325,39,3
27,326,12,2
27,327,201,2
27,331,3,1
27,332,1224,11
27,333,7,4
27,335,2,0
27,336,11,2
27,337,460,3
27,339,176,6
27,431,265,25
27,432,38,9
27,433,85,10
27,434,1168,81
27,435,258,52
27,436,28,7
27,437,2,2
27,461,15733,24
27,462,1407,104
27,463,3256,92
27,464,1240,98
27,465,3032,58
27,466,1716,61
27,467,1310,38
27,468,1312,115
27,469,3,1
27,483,26,1
27,484,72,12
27,485,179,3
27,486,2,0
27,487,18,1
27,488,75,4
27,491,1,0
27,492,3,1
27,493,7,1
27,511,17,1
27,512,11,14
27,515,22,2
27,517,76,1
27,518,9,0
27,519,1,0
27,522,336,40
27,524,63,8
27,531,458,9
27,532,451,27
27,533,1,0
27,541,1333,124
27,551,3,0
27,561,1136,90
27,562,19,4
27,611,550,51
27,621,2432,83
27,622,35,4
27,623,15,0
27,624,366,3
27,711,99,5
27,712,3,0
27,713,650,14
27,721,427,36
27,722,10903,84
27,811,6811,116
27,812,3743,57
27,813,421,10
28,112,41,0
28,114,813,0
28,115,15,1
28,211,1,0
28,212,11,0
28,213,5,0
28,221,43,6
28,236,247,92
28,237,153,36
28,238,153,26
28,311,3079,40
28,312,543,5
28,313,7,1
28,314,116,4
28,315,454,10
28,316,12,1
28,321,529,17
28,322,196,11
28,323,421,66
28,324,9,0
28,325,70,10
28,326,64,13
28,327,301,16
28,331,20,1
28,332,1730,58
28,333,32,9
28,334,48,14
28,335,33,7
28,336,108,21
28,337,491,11
28,339,248,18
28,431,438,61
28,432,27,6
28,433,127,26
28,434,1518,148
28,435,420,86
28,436,50,13
28,437,3,1
28,461,18576,108
28,462,3486,381
28,463,4606,117
28,464,2004,158
28,465,5137,123
28,466,6826,182
28,467,2337,127
28,468,2688,273
28,469,3,0
28,481,2,1
28,483,6,0
28,484,314,208
28,485,132,12
28,486,3,0
28,487,2,1
28,488,655,174
28,491,1,0
28,492,14,7
28,493,73,16
28,511,35,6
28,512,10,24
28,515,51,8
28,517,68,7
28,518,7,0
28,519,5,0
28,522,413,98
28,523,324,5
28,524,144,24
28,531,1240,53
28,532,542,42
28,541,2181,200
28,551,3,0
28,561,1150,112
28,562,30,5
28,611,1401,112
28,621,4617,149
28,622,91,3
28,623,70,1
28,624,390,9
28,711,86,8
28,712,6,0
28,713,1178,21
28,721,566,65
28,722,13445,172
28,811,12719,183
28,812,7507,91
28,813,730,18
29,112,167,1
29,114,9,0
29,115,2,0
29,212,11,0
29,221,61,0
29,236,35,18
29,237,22,12
29,238,39,5
29,311,5581,10
29,312,310,2
29,313,104,9
29,314,372,10
29,315,1837,14
29,316,81,0
29,321,554,5
29,322,45,2
29,323,232,21
29,324,2,0
29,325,53,7
29,326,54,5
29,327,503,14
29,331,35,3
29,332,1113,22
29,333,13,2
29,334,9,0
29,335,17,4
29,336,32,7
29,337,317,6
29,339,252,12
29,431,122,19
29,432,51,1
29,433,60,3
29,434,1360,37
29,435,169,9
29,436,20,2
29,437,1,0
29,461,17688,26
29,462,353,9
29,463,3661,29
29,464,1073,30
29,465,5092,36
29,466,1919,21
29,467,2156,43
29,468,1141,47
29,469,2,0
29,484,26,16
29,485,54,3
29,486,1,0
29,487,5,1
29,488,34,3
29,491,1,0
29,492,2,2
29,493,3,0
29,511,14,1
29,512,8,4
29,515,3,2
29,517,46,6
29,519,3,2
29,522,138,13
29,523,3,0
29,524,20,4
29,531,408,11
29,532,522,9
29,541,870,37
29,551,1,0
29,561,1011,46
29,562,11,0
29,611,587,33
29,621,1658,59
29,622,28,0
29,623,12,1
29,624,268,2
29,711,134,1
29,712,8,0
29,713,624,1
29,721,312,21
29,722,6651,64
29,811,4953,46
29,812,3454,15
29,813,203,3
30,112,152,2
30,114,2089,1
30,115,77,0
30,211,5,0
30,212,35,10
30,213,10,0
30,221,198,17
30,236,213,42
30,237,206,58
30,238,220,31
30,311,12623,100
30,312,1491,29
30,313,58,1
30,314,282,23
30,315,1957,31
30,316,650,12
30,321,1911,15
30,322,398,7
30,323,763,87
30,324,6,0
30,325,152,20
30,326,65,9
30,327,814,29
30,331,17,6
30,332,4048,36
30,333,42,9
30,334,14,1
30,335,8,2
30,336,86,2
30,337,2450,19
30,339,806,35
30,431,1120,123
30,432,119,11
30,433,229,36
30,434,4427,286
30,435,770,125
30,436,103,19
30,437,6,1
30,461,65854,143
30,462,3506,181
30,463,14022,248
30,464,4795,248
30,465,14292,270
30,466,7908,253
30,467,5759,201
30,468,4358,450
30,469,15,2
30,481,4,0
30,483,54,1
30,484,236,70
30,485,170,9
30,486,6,0
30,487,53,5
30,488,375,111
30,491,1,0
30,492,11,1
30,493,19,6
30,511,71,15
30,512,22,37
30,515,82,6
30,517,239,14
30,518,15,2
30,519,22,4
30,522,1049,169
30,523,11,2
30,524,217,31
30,531,1938,83
30,532,1085,37
30,533,1,1
30,541,4397,323
30,551,6,2
30,561,3714,272
30,562,36,7
30,611,2701,262
30,621,8675,325
30,622,98,19
30,623,105,0
30,624,1725,12
30,711,303,9
30,712,32,1
30,713,2362,66
30,721,1782,206
30,722,41614,451
30,811,23220,356
30,812,14200,210
30,813,2056,38
31,112,21,0
31,114,1023,1
31,115,218,1
31,212,49,0
31,221,109,3
31,236,271,55
31,237,99,16
31,238,125,43
31,311,4232,51
31,312,419,10
31,313,392,5
31,314,14002,18
31,315,2741,52
31,316,648,9
31,321,709,13
31,322,156,4
31,323,260,63
31,324,7,0
31,325,76,11
31,326,61,18
31,327,321,21
31,331,10,0
31,332,1346,45
31,333,31,6
31,334,3,0
31,335,9,2
31,336,28,5
31,337,612,22
31,339,274,23
31,431,394,44
31,432,89,16
31,433,136,29
31,434,1717,149
31,435,370,122
31,436,44,14
31,437,3,0
31,461,20793,74
31,462,1329,102
31,463,3756,168
31,464,1308,63
31,465,4542,180
31,466,2107,194
31,467,1840,117
31,468,1461,186
31,469,5,0
31,481,4,0
31,483,1,0
31,484,84,25
31,485,79,6
31,487,30,3
31,488,98,17
31,491,1,0
31,492,11,5
31,493,10,3
31,511,27,6
31,512,23,23
31,515,18,1
31,517,82,13
31,518,3,4
31,519,9,1
31,522,641,49
31,523,25,1
31,524,99,34
31,531,983,80
31,532,585,65
31,533,1,0
31,541,1784,361
31,551,5,0
31,561,1176,223
31,562,24,9
31,611,1252,147
31,621,3171,253
31,622,35,4
31,623,71,3
31,624,602,14
31,711,122,12
31,712,33,1
31,713,1252,35
31,721,547,159
31,722,14283,342
31,811,7486,237
31,812,4961,151
31,813,477,20
32,112,30,0
32,114,106,0
32,115,7,0
32,212,85,6
32,213,14,1
32,221,48,12
32,236,65,75
32,237,32,47
32,238,55,9
32,311,2059,16
32,312,297,3
32,313,9,0
32,314,56,5
32,315,304,10
32,316,52,4
32,321,603,7
32,322,65,2
32,323,171,29
32,325,31,3
32,326,7,2
32,327,579,11
32,331,11,0
32,332,1161,14
32,333,17,1
32,334,3,0
32,335,3,1
32,336,32,2
32,337,295,10
32,339,171,17
32,431,305,37
32,432,28,5
32,433,39,3
32,434,1193,51
32,435,205,50
32,436,23,10
32,461,11804,29
32,462,698,46
32,463,4258,58
32,464,1027,46
32,465,3425,42
32,466,1910,46
32,467,1499,48
32,468,1189,101
32,469,4,2
32,481,1,0
32,484,76,4
32,485,71,1
32,487,15,1
32,488,37,4
32,491,1,0
32,492,1,2
32,493,4,0
32,511,14,3
32,512,13,6
32,515,12,3
32,517,54,4
32,519,4,2
32,522,121,40
32,523,63,0
32,524,27,4
32,531,626,14
32,532,348,14
32,541,1140,85
32,561,703,44
32,562,2,0
32,611,402,30
32,621,2388,90
32,622,20,2
32,623,29,0
32,624,397,1
32,711,75,4
32,712,7,0
32,713,688,10
32,721,280,40
32,722,7206,61
32,811,4885,65
32,812,3221,41
32,813,375,11
3,437,0,1
3,481,0,1
4,481,0,1
7,437,0,1
9,521,0,1
13,437,0,1
15,482,0,1
17,518,0,1
18,334,0,1
20,481,0,2
23,331,0,1
23,533,0,1
